Материнская плата ASUS TUF GAMING X570-PLUS ,19420, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-plus-socketam4-amd-x570-atx-re-1163698/ , https://cdn.citilink.ru/HolzpjBgSgnYXEWjSZ2qP1H9op9XBOhHnhjsnJbkUz0/fit/400/400/ce/false/plain/items/1163698_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата MSI PRO Z690-A ,19610, https://www.citilink.ru/product/materinskaya-plata-msi-pro-z690-a-soc-1700-intel-z690-4xddr5-atx-ac-97-1622861/ , https://cdn.citilink.ru/AGCQ86c0fLXZH9uNnSXbqlHa_wotZ_XecJdhDkDaMvc/fit/400/400/ce/false/plain/items/1622861_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASROCK Z690 PG RIPTIDE ,19960, https://www.citilink.ru/product/materinskaya-plata-asrock-z690-pg-riptide-soc-1700-intel-z690-4xddr4-a-1646519/ , https://cdn.citilink.ru/w8lhH3cezc6emc8NR0YY5FVhQ2c3K9dEsACuKBeV1WM/fit/400/400/ce/false/plain/items/1646519_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z690 GAMING X DDR4 ,19980, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-gaming-x-ddr4-soc-1700-intel-z690-4xd-1618806/ , https://cdn.citilink.ru/yU4zFO_9pbGBgwWeUlTkL5lyS-4aVgIuzAKYRCh5T_4/fit/400/400/ce/false/plain/items/1618806_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z590 AORUS PRO AX ,19990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-pro-ax-soc-1200-intel-z590-4xdd-1490291/ , https://cdn.citilink.ru/W3JuShXHk7-FhY3GsVw6h50WwIi5J_S9RD2SRsCXUk0/fit/400/400/ce/false/plain/items/1490291_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z590I AORUS ULTRA ,19990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590i-aorus-ultra-soc-1200-intel-z590-2xdd-1502809/ , https://cdn.citilink.ru/2LlvV35alEdrNHCcLwTOG2FOJFxGiAjT2ANM69QJIgY/fit/400/400/ce/false/plain/items/1502809_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME Z690-P D4 ,19990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z690-p-d4-soc-1700-intel-z690-4xddr4-atx-1619618/ , https://cdn.citilink.ru/XdreHUujJp9LOQGvrxymGR4ikZf7a2X-oECeVPkHo5I/fit/400/400/ce/false/plain/items/1619618_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS TUF GAMING Z590-PLUS WIFI ,19990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z590-plus-wifi-lga-1200-intel-z590-1471260/ , https://cdn.citilink.ru/LTEJBlrUZakc7FIrfNFuHGmwIGsD4_XUSmaYNeLKZOk/fit/400/400/ce/false/plain/items/1471260_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASROCK X570 EXTREME4 ,20290, https://www.citilink.ru/product/materinskaya-plata-asrock-x570-extreme4-socketam4-amd-x570-atx-ret-1159164/ , https://cdn.citilink.ru/hmUE4oHLeb0ggvDO_K0Ah6Wo_vbhNbc3zClqLlCKVoY/fit/400/400/ce/false/plain/items/1159164_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS PRIME Z590-A ,20300, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z590-a-lga-1200-intel-z590-atx-ret-1471259/ , https://cdn.citilink.ru/rzbmbPU7AF8m9NuMeIs58raMaIoCyFfoMx9lSd7DOh4/fit/400/400/ce/false/plain/items/1471259_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z690M A ELITE AX DDR4 ,20600, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690m-a-elite-ax-ddr4-soc-1700-intel-z690-1623590/ , https://cdn.citilink.ru/aBCytm3BBBvY0azDDP2OC4_O7_n6ngVulVXZW_Yznhg/fit/400/400/ce/false/plain/items/1623590_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte X570 AORUS PRO ,20800, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-aorus-pro-socketam4-amd-x570-atx-ret-1160565/ , https://cdn.citilink.ru/KslhFIw1AIVWAfd07WR4UWqx7W7pPbrmorRUxaDfedc/fit/400/400/ce/false/plain/items/1160565_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS TUF GAMING X570-PLUS (WI-FI) ,20820, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-plus-wi-fi-socketam4-amd-x570-1160509/ , https://cdn.citilink.ru/nlKme6sv0m-i-mGiWlIi7f5egQpKjKdSg7bR7rma2vM/fit/400/400/ce/false/plain/items/1160509_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата Gigabyte X570S AORUS ELITE AX ,21290, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570s-aorus-elite-ax-soc-am4-amd-x570-4xdd-1637388/ , https://cdn.citilink.ru/7m9QFzUAovbgj9ze7iaWmJytw-KT_Xw9qJarTTYbetI/fit/400/400/ce/false/plain/items/1637388_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX B550-E GAMING ,21610, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-e-gaming-soc-am4-amd-b550-4xddr-1384336/ , https://cdn.citilink.ru/mKmWEKk7POh9aTvdbFF5W5MGyPG5yPU8CDaemnwqEOc/fit/400/400/ce/false/plain/items/1384336_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte Z590 AORUS ULTRA ,21990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-ultra-soc-1200-intel-z590-4xddr-1487361/ , https://cdn.citilink.ru/-S1CWTgPcOOCuM_JxJPO8OliGkrrwYsA_GrsI1cENY8/fit/400/400/ce/false/plain/items/1487361_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte B550 VISION D-P ,22160, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-vision-d-p-soc-am4-amd-b550-4xddr4-at-1510091/ , https://cdn.citilink.ru/PA2VZ2E7KrIsJKQQUjveVKkkQAcuVahUpY-IaNeoINg/fit/400/400/ce/false/plain/items/1510091_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME X570-PRO ,22350, https://www.citilink.ru/product/materinskaya-plata-asus-prime-x570-pro-socketam4-amd-x570-atx-ret-1160508/ , https://cdn.citilink.ru/kKUYRcIfvDNssV63ttvalcdlWWGolAUdfFxVJ0-k-K0/fit/400/400/ce/false/plain/items/1160508_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата MSI PRO Z690-A WIFI ,22430, https://www.citilink.ru/product/materinskaya-plata-msi-pro-z690-a-wifi-soc-1700-intel-z690-4xddr5-atx-1622866/ , https://cdn.citilink.ru/I5sRq_negRSnQIYwQdmYQyOLgPi5wt2Ddcj1TQddg7Q/fit/400/400/ce/false/plain/items/1622866_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS PRIME Z690-P WIFI D4 ,22990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z690-p-wifi-d4-soc-1700-intel-z690-4xddr-1623290/ , https://cdn.citilink.ru/7S97FvQSKKv2A3WHrn5lA3BaKtJpAp_DOk5OC8DmYkg/fit/400/400/ce/false/plain/items/1623290_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z690 AORUS ELITE DDR4 ,23160, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-aorus-elite-ddr4-soc-1700-intel-z690-1623582/ , https://cdn.citilink.ru/ONN9PpguHKafPS2V1E-yOz3piW7r_4bgZm6aeYvX7g4/fit/400/400/ce/false/plain/items/1623582_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS TUF GAMING X570-PRO (WI-FI) ,23250, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-pro-wi-fi-socketam4-amd-x570-a-1468615/ , https://cdn.citilink.ru/mr7yoPiY8Pvk7ne-U97cJP2a4RzDHafY9cFDTBsdof8/fit/400/400/ce/false/plain/items/1468615_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата Gigabyte Z690 AERO G ,23800, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-aero-g-soc-1700-intel-z690-4xddr5-atx-1641178/ , https://cdn.citilink.ru/mToz6-guaVPiCiHtWaXw6_-RHy94dzLynZu-x_Mu6Hc/fit/400/400/ce/false/plain/items/1641178_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte X570 AORUS ULTRA ,23910, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-aorus-ultra-socketam4-amd-x570-atx-re-1169409/ , https://cdn.citilink.ru/CrinfsIAZ3XbWLSiOhdgXp89cj2gKefcVDm4qbV_bAg/fit/400/400/ce/false/plain/items/1169409_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX X570-F GAMING ,23930, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-x570-f-gaming-socketam4-amd-x570-atx-1173884/ , https://cdn.citilink.ru/Cvgh-FgpofxkqGpKZovSZ2iV-4yk9msnMRgR6nqkY7E/fit/400/400/ce/false/plain/items/1173884_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASROCK B550 TAICHI ,24680, https://www.citilink.ru/product/materinskaya-plata-asrock-b550-taichi-soc-am4-amd-b550-4xddr4-atx-ac-9-1641187/ , https://cdn.citilink.ru/t2bboUiyOZpa-Z0trziFMG4qO_0GWoeXgyK9kiCZMis/fit/400/400/ce/false/plain/items/1641187_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS ROG STRIX B550-XE GAMING WIFI ,24990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-xe-gaming-wifi-socketam4-amd-b5-1453730/ , https://cdn.citilink.ru/F8rvGVYmEWPfejZ0DqzCNX_Th1Z-tAM1plYETmN_hmw/fit/400/400/ce/false/plain/items/1453730_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK Z590 PG VELOCITA ,24990, https://www.citilink.ru/product/materinskaya-plata-asrock-z590-pg-velocita-soc-1200-intel-z590-4xddr4-1485312/ , https://cdn.citilink.ru/TIWsWfy2s76TvJBmQeYV1GBfqjJaHbOlKNVELX8qcvw/fit/400/400/ce/false/plain/items/1485312_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASROCK Z690 EXTREME ,24990, https://www.citilink.ru/product/materinskaya-plata-asrock-z690-extreme-soc-1700-intel-z690-4xddr4-atx-1633393/ , https://cdn.citilink.ru/beNq2ji1gPcO7ykYg6XwOWdVc6KQVwAggSvmDvWFqAY/fit/400/400/ce/false/plain/items/1633393_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX Z590-A GAMING WIFI ,25990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-a-gaming-wifi-lga-1200-intel-z5-1471254/ , https://cdn.citilink.ru/sW3ESY0ZTEvdwIcc1rjUUqqBQt61aMtr1Me8itGwHXo/fit/400/400/ce/false/plain/items/1471254_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME Z690-A ,25990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z690-a-soc-1700-intel-z690-4xddr5-atx-ac-1622847/ , https://cdn.citilink.ru/m2plCeI9dR1aIgc3Fra93EdPTgzpg4jIahvJmmyq5Aw/fit/400/400/ce/false/plain/items/1622847_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX Z590-F GAMING WIFI ,26290, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-f-gaming-wifi-lga-1200-intel-z5-1471253/ , https://cdn.citilink.ru/078sGY3x1rZtKKgEqBr2_APnxLp3Zx05gXyrZ6KFz18/fit/400/400/ce/false/plain/items/1471253_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte X570S AORUS PRO AX ,26870, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570s-aorus-pro-ax-soc-am4-amd-x570-4xddr4-1637392/ , https://cdn.citilink.ru/oI6KqTJzhCJzNOL9Vk9umd5UG9X8DYaEwYVQGoekuDU/fit/400/400/ce/false/plain/items/1637392_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата Gigabyte Z590 AORUS MASTER ,27990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-master-soc-1200-intel-z590-4xdd-1535018/ , https://cdn.citilink.ru/bPLZBAv5lXd_xYgW2sVLKgwKVU07V3IErcozuTAthzs/fit/400/400/ce/false/plain/items/1535018_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 5400 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS TUF GAMING Z690-PLUS D4 ,27990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z690-plus-d4-soc-1700-intel-z690-4x-1622854/ , https://cdn.citilink.ru/8rcqWUIfS0bk7XiKBqro8ZHvaFgdf4dY0WVWMlXoYd0/fit/400/400/ce/false/plain/items/1622854_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS PRIME X299-A II ,28780, https://www.citilink.ru/product/materinskaya-plata-asus-prime-x299-a-ii-lga-2066-intel-x299-atx-ret-1200731/ , https://cdn.citilink.ru/1h0ZbCfraPVVMvFhMl0qRwfHQGsOs0WvsIfnKS5EBc4/fit/400/400/ce/false/plain/items/1200731_v01_m.jpg , Гнездо процессора | LGA 2066|Чипсет | Intel X299|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 8|Форм-фактор | ATX|Тип поставки | Ret| ,IntelX299
Материнская плата ASUS ROG STRIX Z590-E GAMING WIFI ,28990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-e-gaming-wifi-lga-1200-intel-z5-1471251/ , https://cdn.citilink.ru/0delPHzhC61q7ZyL0LQF-Vh4cF2dvbu8ZXKRhDmJggQ/fit/400/400/ce/false/plain/items/1471251_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | SLI|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS ROG STRIX Z590-I GAMING WIFI ,28990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-i-gaming-wifi-lga-1200-intel-z5-1471257/ , https://cdn.citilink.ru/sLax4EcNu8dIOUnuj2p-agUaVa6S70S2TfUMH6ud61U/fit/400/400/ce/false/plain/items/1471257_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte X570S AERO G ,29950, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570s-aero-g-soc-am4-amd-x570-4xddr4-atx-a-1637386/ , https://cdn.citilink.ru/cc2EFA42QRyXMLKBzya-KRKYFcucEdIS44NthVLWyks/fit/400/400/ce/false/plain/items/1637386_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS TUF GAMING Z690-PLUS WIFI D4 ,29990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z690-plus-wifi-d4-soc-1700-intel-z6-1622855/ , https://cdn.citilink.ru/b5nt12nIeTH3u8mNflKH2Bvwk_Q07HzatGcYhX8XQxs/fit/400/400/ce/false/plain/items/1622855_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z690 AORUS PRO ,30960, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-aorus-pro-soc-1700-intel-z690-4xddr5-1618784/ , https://cdn.citilink.ru/GqoRME6r9vXCtgNVBniEhLiKQNJ_MZXI5SLqH39enjU/fit/400/400/ce/false/plain/items/1618784_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX Z690-G GAMING WIFI ,30990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z690-g-gaming-wifi-soc-1700-intel-z6-1622852/ , https://cdn.citilink.ru/AXERi6RlhYqc6jtOz5cMIIjArDb3QF_r2hpc8wPtvCw/fit/400/400/ce/false/plain/items/1622852_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 4800 МГц|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z690 AORUS ULTRA ,32730, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-aorus-ultra-soc-1700-intel-z690-atx-a-1618787/ , https://cdn.citilink.ru/ytnlYSArDSmiadKSeywD9b6vzuCfAHHOhLDNfjthG88/fit/400/400/ce/false/plain/items/1618787_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG CROSSHAIR VIII HERO(WI-FI) ,38340, https://www.citilink.ru/product/materinskaya-plata-asus-rog-crosshair-viii-hero-wi-fi-soc-am4-amd-x570-1495446/ , https://cdn.citilink.ru/0rBWq_fjkCMPBGiTurDIQ2Bvb0iVTvy5_9HQGNRvzAw/fit/400/400/ce/false/plain/items/1495446_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX Z690-I GAMING WIFI ,38490, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z690-i-gaming-wifi-soc-1700-intel-z6-1646238/ , https://cdn.citilink.ru/EYVtCgCGfoS9B8yhOZxk31Dmr6BAaYYkJUAmU5B3jwM/fit/400/400/ce/false/plain/items/1646238_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX Z690-F GAMING WIFI ,38990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z690-f-gaming-wifi-soc-1700-intel-z6-1613521/ , https://cdn.citilink.ru/M0vugsM9JwQrhUsJWk92cEi17JWNMr4DLB-CHVkyqqo/fit/400/400/ce/false/plain/items/1613521_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG MAXIMUS XIII APEX ,38990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xiii-apex-soc-1200-intel-z590-2xdd-1502640/ , https://cdn.citilink.ru/2zStxAqdCUTus2HUzSSbi_fxEOmMR2fzsyedB4SG8js/fit/400/400/ce/false/plain/items/1502640_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | SLI|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS ROG MAXIMUS XIII HERO ,39590, https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xiii-hero-lga-1200-intel-z590-atx-1471231/ , https://cdn.citilink.ru/DZ0jXFl3quxqyfP_bW1S9I5axd8VR7aV-BTDqr6n4oE/fit/400/400/ce/false/plain/items/1471231_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | SLI|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME X299-DELUXE II ,40370, https://www.citilink.ru/product/materinskaya-plata-asus-prime-x299-deluxe-ii-lga-2066-intel-x299-atx-r-1161907/ , https://cdn.citilink.ru/sIUZE8vjQqZEEIYPzGQDXNDuFtTDzL9qoH6I2Bhzi3Q/fit/400/400/ce/false/plain/items/1161907_v01_m.jpg , Гнездо процессора | LGA 2066|Чипсет | Intel X299|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 8|Форм-фактор | ATX|Тип поставки | Ret| ,IntelX299
